Fall2021-2022(202210),11052,ECON,101,E1,Intr.toMicroeconomics,0,0,AS,30,0,1200,1250,NICELY,321,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader,11055,
Fall2021-2022(202210),11053,ECON,101,E2,Intr.toMicroeconomics,0,0,AS,31,-1,1400,1450,NICELY,321,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader,11055,
Fall2021-2022(202210),11054,ECON,101,E3,Intr.toMicroeconomics,0,0,AS,30,0,1100,1150,NICELY,321,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader,11055,
Fall2021-2022(202210),11055,ECON,101,L1,Intr.toMicroeconomics,3,3,AS,91,-1,0900,0950,WEST,BATHISH,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maya,Kanaan,11052:or11053:or11054,
Fall2021-2022(202210),11056,ECON,203,1,SurveyofEconomics,3,3,AS,28,-3,1600,1715,NICELY,323,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Makram,BouNassar,,
Fall2021-2022(202210),11057,ECON,203,2,SurveyofEconomics,3,3,AS,23,2,1230,1345,NICELY,410,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sylvia,EliasRubeiz,,
Fall2021-2022(202210),11058,ECON,211,E1,Element.MicroeconomicsTheory,0,0,AS,28,2,0800,0850,NICELY,323,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra,11079,
Fall2021-2022(202210),11059,ECON,211,E10,Element.MicroeconomicsTheory,0,0,AS,21,9,1500,1550,NICELY,320,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra,11080,
Fall2021-2022(202210),11060,ECON,211,E11,Element.MicroeconomicsTheory,0,0,AS,28,2,1500,1550,NICELY,323,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki,11078,
Fall2021-2022(202210),11061,ECON,211,E12,Element.MicroeconomicsTheory,0,0,AS,26,4,1600,1650,NICELY,212,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki,11078,
Fall2021-2022(202210),11062,ECON,211,E13,Element.MicroeconomicsTheory,0,0,AS,13,17,1700,1750,NICELY,412,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nora,El-Baba,11078,
Fall2021-2022(202210),11063,ECON,211,E14,Element.MicroeconomicsTheory,0,0,AS,10,20,1500,1550,NICELY,414,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader,11078,
Fall2021-2022(202210),11064,ECON,211,E15,Element.MicroeconomicsTheory,0,0,AS,13,17,1600,1650,NICELY,323,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki,11078,
Fall2021-2022(202210),11065,ECON,211,E16,Element.MicroeconomicsTheory,0,0,AS,29,1,1500,1550,NICELY,212,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Tabsh,11081,
Fall2021-2022(202210),11066,ECON,211,E17,Element.MicroeconomicsTheory,0,0,AS,19,11,1600,1650,NICELY,325,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nora,El-Baba,11081,
Fall2021-2022(202210),11067,ECON,211,E18,Element.MicroeconomicsTheory,0,0,AS,10,20,1700,1750,NICELY,325,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Tabsh,11081,
Fall2021-2022(202210),11068,ECON,211,E19,Element.MicroeconomicsTheory,0,0,AS,16,14,1500,1550,NICELY,325,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki,11081,
Fall2021-2022(202210),11069,ECON,211,E2,Element.MicroeconomicsTheory,0,0,AS,18,12,0800,0850,NICELY,323,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra,11079,
Fall2021-2022(202210),11070,ECON,211,E20,Element.MicroeconomicsTheory,0,0,AS,6,24,1600,1650,NICELY,323,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki,11081,
Fall2021-2022(202210),11071,ECON,211,E3,Element.MicroeconomicsTheory,0,0,AS,31,-1,1400,1450,BLISS,203,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki,11079,
Fall2021-2022(202210),11072,ECON,211,E4,Element.MicroeconomicsTheory,0,0,AS,10,20,1700,1750,NICELY,322,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki,11079,
Fall2021-2022(202210),11073,ECON,211,E5,Element.MicroeconomicsTheory,0,0,AS,26,4,1530,1620,PHYS,217,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki,11079,
Fall2021-2022(202210),11074,ECON,211,E6,Element.MicroeconomicsTheory,0,0,AS,29,1,1000,1050,NICELY,210,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra,11080,
